prompt,ground_truth,generated_hint,bleu_1,bleu_2,bleu_3,bleu_4
"Q: This is a healow app. On its AdvancePracticeSearchActivity page, it has an input component. The text on this component is 'Grace Chan'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Search By'. 
The purpose of this input component may be 'searchBy'. What is the hint text of this input component?",Enter Practice Name,Enter Name or Number,0.5,0.4043537731417560,0.4043537731417560,0.22507385850726
"Q: This is a healow app. On its InitialSetupWizard page, it has an input component. The text on this component is 'Grace Chan'. The purpose of this input component may be 'txtSearchByName'. What is the hint text of this input component?",Search by Provider Name or Practice Name/Code,Enter a name to search,0,0,0,0
"Q: This is a healow app. On its InitialSetupWizard page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'txtUserName'. The hint text of this component is 'Username'. 
The purpose of this input component may be 'txtPassword'. What is the hint text of this input component?",Password,Password,1.0,1.0,1.0,1.0
"Q: This is a healow app. On its OaLocationSearchActivity page, it has an input component. The text on this component is '94101'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'btnSpeak'. 
The purpose of this input component may be 'locationSearchBox'. What is the hint text of this input component?",Please enter City/State/Zip,Enter a location,0,0,0,0
"Q: This is a healow app. On its InitialSetupWizard page, it has an input component. The text on this component is 'Grace Chan'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'txtSearchByLocation'. The text on this component is 'San Francisco, California'. The hint text of this component is 'Enter City/State/Zip'. 
The purpose of this input component may be 'txtSearchByName'. What is the hint text of this input component?",Search by Provider Name or Practice Name/Code,Enter Name,0.841042499311949,0.841042499311949,0.841042499311949,1.82645184613642E-309
"Q: This is a healow app. On its LinkPortalAccountActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'logIn'. The text on this component is 'LOGIN'. 
The purpose of this input component may be 'practiceCode'. What is the hint text of this input component?",Enter Practice Code,Enter your practice code,0.4043537731417560,0.4043537731417560,0.4043537731417560,0.22507385850726
"Q: This is a mn app. On its FavoriteSettingActivity page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'btn search'. 
The purpose of this input component may be 'search input'. What is the hint text of this input component?",Please enter the name of the artist.,Search this team,0,0,0,0
"Q: This is a mn app. On its AuthActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'input email'. The hint text of this component is 'ID (e-mail address)'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'btn signin'. The text on this component is 'Login'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'btn signin line'. The text on this component is 'Login with your LINE account.'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'btn signup'. The text on this component is 'Membership Registration'. 
There is a component on the same vertical line as this input component. The text on this component is 'Sign in with Google'. 
The purpose of this input component may be 'input passwd'. What is the hint text of this input component?",Password,Password,1.0,0.841042499311949,0.841042499311949,0.841042499311949
"Q: This is a mn app. On its CommentActivity page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'btn submit'. 
The purpose of this input component may be 'input comment'. What is the hint text of this input component?",Please enter a comment.,Enter comment,0.841042499311949,0.841042499311949,0.841042499311949,0.841042499311949
"Q: This is a mercury app. On its LoginActivity page, it has an input component. The text on this component is 'appcrawler1@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'action mode bar stub'. 
The purpose of this input component may be 'wl'. What is the hint text of this input component?",Enter phone number or email,Enter phone number or email,0.841042499311949,0.841042499311949,0.841042499311949,0.841042499311949
"Q: This is a mercury app. On its LoginActivity page, it has an input component. The text on this component is 'appcrawler1@gmail.com'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'w '. The text on this component is 'appcrawler1@gmail.com'. The hint text of this component is 'Enter phone number or email'. 
Thers is a component on the same horizontal line as this input component. 
The purpose of this input component may be 'wl'. What is the hint text of this input component?",Enter phone number or email,Enter phone number or email,0.7879441171442,0.518558927632837,0.518558927632837,0.518558927632837
"Q: This is a mercury app. On its LoginActivity page, it has an input component. The text on this component is 'appcrawler1@gmail.com'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'wl'. The text on this component is 'appcrawler1@gmail.com'. The hint text of this component is 'Enter phone number or email'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'navigationBarBackground'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'statusBarBackground'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'wb'. The text on this component is 'Next'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
The purpose of this input component may be 'w '. What is the hint text of this input component?",Enter phone number or email,Enter phone number or email,1.0,1.0,1.0,1.0
"Q: This is a mercury app. On its SignupActivity page, it has an input component. The text on this component is 'Laura Lee'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The text on this component is 'Username'. 
Thers is a component on the same horizontal line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'a3v'. The text on this component is 'Crowd3116'. The hint text of this component is '6~16 characters'. 
The purpose of this input component may be 'a3x'. What is the hint text of this input component?",Enter username,Username,0.92507385850726,0.72507385850726,0.72507385850726,0.72507385850726
"Q: This is a mercury app. On its SignupActivity page, it has an input component. The text on this component is 'appcrawler1@gmail.com'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The text on this component is 'Email'. 
Thers is a component on the same horizontal line as this input component. 
The purpose of this input component may be 'a3s'. What is the hint text of this input component?",Enter your email,Email,0.92507385850726,0.72507385850726,0.72507385850726,0.72507385850726
"Q: This is a mercury app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'action mode bar stub'. 
The purpose of this input component may be 'wl'. What is the hint text of this input component?",Enter phone number or email,Enter phone number or email,1.0,1.0,1.0,1..0
"Q: This is a mercury app. On its LoginActivity page, it has an input component. The text on this component is 'appcrawler1@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'navigationBarBackground'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'statusBarBackground'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'wb'. The text on this component is 'Next'. 
The purpose of this input component may be 'w '. What is the hint text of this input component?",Enter phone number or email,Email address,0.7879441171442,0.518558927632837,0.518558927632837,0.518558927632837
"Q: This is a saucerecipes app. On its MainActivity page, it has an input component. The text on this component is 'pizza'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'logo'. The text on this component is 'Search for recipes'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'mic'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'material menu button'. 
The purpose of this input component may be 'search'. What is the hint text of this input component?",Search for recipes,Search for recipes,1.0,1.0,1.0,0.22507385850726
"Q: This is a polyvore app. On its PVCreateActivity page, it has an input component. The purpose of this input component may be 'auth input password'. What is the hint text of this input component?",Password,Password,1.0,0.518558927632837,0.518558927632837,0.22507385850726
"Q: This is a polyvore app. On its PVCreateActivity page, it has an input component. The text on this component is 'appcrawler6@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'separator line'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'separator line'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'auth action btn'. The text on this component is 'Sign up'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'auth link'. The text on this component is 'Already have an account? Login '. 
The purpose of this input component may be 'auth input field account'. What is the hint text of this input component?",Email,Email address,0.841042499311949,0.518558927632837,0.518558927632837,0.22507385850726
"Q: This is a shopdisneyparks_goo app. On its HomeActivity page, it has an input component. The text on this component is 'Products You Might Enjoy, '. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'scan fragment'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'magic box blue bar'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'products not found msg'. The text on this component is 'No results found'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'product image header'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'filters availability container'. 
The purpose of this input component may be 'header id'. What is the hint text of this input component?",Search Products,Search,0.7879441171442,0.518558927632837,0.518558927632837,0.518558927632837
"Q: This is a shopdisneyparks_goo app. On its HomeActivity page, it has an input component. The text on this component is 'Arts & Collectibles , '. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'scan fragment'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'magic box blue bar'. 
The purpose of this input component may be 'header id'. What is the hint text of this input component?",Search Products,Search,0.7879441171442,0.518558927632837,0.518558927632837,0.518558927632837
"Q: This is a shopdisneyparks_goo app. On its HomeActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'scan fragment'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'magic box blue bar'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
The purpose of this input component may be 'header id'. What is the hint text of this input component?",Search Products,Search,0.7879441171442,0.518558927632837,0.518558927632837,0.518558927632837
"Q: This is a shopdisneyparks_goo app. On its HomeActivity page, it has an input component. The text on this component is 'Characters, Disney Princesses, '. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'scan fragment'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'magic box blue bar'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'products not found msg'. The text on this component is 'No results found'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'filters availability container'. 
The purpose of this input component may be 'header id'. What is the hint text of this input component?",Search Products,Search,0.7879441171442,0.518558927632837,0.518558927632837,0.518558927632837
"Q: This is a shopdisneyparks_goo app. On its HomeActivity page, it has an input component. The text on this component is 'Products You Might Enjoy, Arts & Collectibles , '. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'scan fragment'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'magic box blue bar'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'products not found msg'. The text on this component is 'No results found'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'product image header'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'filters availability container'. 
The purpose of this input component may be 'header id'. What is the hint text of this input component?",Search Products,Search,0.7879441171442,0.518558927632837,0.518558927632837,0.518558927632837
"Q: This is a shopdisneyparks_goo app. On its HomeActivity page, it has an input component. The text on this component is 'Characters, Disney Princesses, Aurora, '. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'scan fragment'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'magic box blue bar'. 
The purpose of this input component may be 'header id'. What is the hint text of this input component?",Search Products,Search,0.7879441171442,0.518558927632837,0.518558927632837,0.518558927632837
"Q: This is a shopdisneyparks_goo app. On its HomeActivity page, it has an input component. The text on this component is 'Characters, '. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'scan fragment'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'magic box blue bar'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'featured category image'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'products not found msg'. The text on this component is 'No results found'. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'filters availability container'. 
The purpose of this input component may be 'header id'. What is the hint text of this input component?",Search Products,Search,0.7879441171442,0.518558927632837,0.518558927632837,0.518558927632837
"Q: This is a shopdisneyparks_goo app. On its HomeActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'scan fragment'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'magic box blue bar'. 
The purpose of this input component may be 'header id'. What is the hint text of this input component?",Search Products,Search,0.7879441171442,0.518558927632837,0.518558927632837,0.518558927632837
"Q: This is a android app. On its SignupActivity page, it has an input component. The text on this component is 'appcrawler2@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Datos personales'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'et name'. The text on this component is 'Raphael Tan'. The hint text of this component is 'Nombre'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'et surname'. The hint text of this component is 'Primer apellido'. 
There is a component on the same vertical line as this input component. The text on this component is 'Datos de la cuenta'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'bt signup'. The text on this component is 'Continuar'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'tv password security'. The text on this component is 'Seguridad: '. 
The purpose of this input component may be 'et email'. What is the hint text of this input component?",Email,Email,1.0,0.4043537731417560,0.4043537731417560,0.4043537731417560
"Q: This is a android app. On its SignupActivity page, it has an input component. The text on this component is 'appcrawler2@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Datos personales'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'et name'. The text on this component is 'RaphaelTan'. The hint text of this component is 'Nombre'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'et surname'. The hint text of this component is 'Primer apellido'. 
There is a component on the same vertical line as this input component. The text on this component is 'Datos de la cuenta'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'bt signup'. The text on this component is 'Continuar'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'tv password security'. The text on this component is 'Seguridad: Alta'. 
The purpose of this input component may be 'et email'. What is the hint text of this input component?",Email,Email,1.0,0.4043537731417560,0.4043537731417560,0.4043537731417560
"Q: This is a katana app. On its FbMainTabActivity page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'fb logo up button'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'primary action button'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'secondary action button'. 
The purpose of this input component may be 'search edit text'. What is the hint text of this input component?",Search Marketplace,Search ,0.841042499311949,0.4043537731417560,0.4043537731417560,0.4043537731417560
"Q: This is a katana app. On its FacebookLoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'login username'. The text on this component is 'appcrawler2@gmail.com'. The hint text of this component is 'Email or Phone'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'login login'. The text on this component is 'LOG IN'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'login create account button'. The text on this component is 'Create New Facebook Account'. 
The purpose of this input component may be 'login password'. What is the hint text of this input component?",Password,Password,1.0,0.45489799478447500,0.45489799478447500,0.4043537731417560
"Q: This is a katana app. On its FacebookLoginActivity page, it has an input component. The text on this component is 'appcrawler2@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'login login'. The text on this component is 'LOG IN'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'login create account button'. The text on this component is 'Create New Facebook Account'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'login password'. The hint text of this component is 'Password'. 
The purpose of this input component may be 'login username'. What is the hint text of this input component?",Email or Phone,Email or Mobile Number,0.92507385850726,0.92507385850726,0.92507385850726,0.4043537731417560
"Q: This is a katana app. On its FriendFinderHostingActivity page, it has an input component. The purpose of this input component may be 'friend finder search text'. What is the hint text of this input component?",Search for friends,Search for friends,1.0,1.0,1.0,1.0
"Q: This is a im app. On its PrivatePhoneForwardNumActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'action mode bar stub'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'forward country country'. The text on this component is 'Select Country Code'. 
The purpose of this input component may be 'forward country bind phone number'. What is the hint text of this input component?",Tap to enter your phone number,Enter your phone number,0.45489799478447500,0.45489799478447500,0.45489799478447500,0.45489799478447500
"Q: This is a im app. On its PrivatePhoneForwardNumActivity page, it has an input component. The text on this component is '(415) 579-1638'. The purpose of this input component may be 'forward country bind phone number us'. What is the hint text of this input component?",Tap to enter your phone number,Enter your phone number,0.45489799478447500,0.45489799478447500,0.45489799478447500,0.45489799478447500
"Q: This is a lolmessengerv2 app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'edit ID'. The hint text of this component is 'Username'. 
The purpose of this input component may be 'edit password'. What is the hint text of this input component?",Password,Password,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'www.edgeinsuranceeducation.com/?gclid=CO-dgaG169ECFRi4wAodbXICSg'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a tophatter app. On its OnboardingActivity page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'btn apply'. The text on this component is 'Apply'. 
The purpose of this input component may be 'promoCode'. What is the hint text of this input component?",Enter promo code,Enter code,0.841042499311949,0.841042499311949,0.518558927632837,0.518558927632837
"Q: This is a passenger app. On its SimplifiedRegisterActivity page, it has an input component. The text on this component is 'appcrawler4@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'register name'. The hint text of this component is 'Name'. 
The purpose of this input component may be 'register email'. What is the hint text of this input component?",Email address,Email,0.92507385850726,0.92507385850726,0.518558927632837,0.518558927632837
"Q: This is a chiefs app. On its NotificationActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Select an issue type'. 
There is a component on the same vertical line as this input component. The text on this component is 'Add comments'. 
The purpose of this input component may be 'notification activity input comments'. What is the hint text of this input component?",Enter Comments,Enter a comment,0.841042499311949,0.841042499311949,0.518558927632837,0.518558927632837
"Q: This is a fiid7001 app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'Edt UserId'. The hint text of this component is 'User ID'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'Btn Login'. The text on this component is 'Log in'. 
The purpose of this input component may be 'Edt Password'. What is the hint text of this input component?",Password,Password,1.0,1.0,0.518558927632837,0.518558927632837
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'www.wcyb.com/sports'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a wcyb app. On its WarmWelcomeActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'top divider'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'mid divider'. 
There is a component on the same vertical line as this input component. 
The purpose of this input component may be 'search view'. What is the hint text of this input component?",Enter City or Zip Code,Enter City or Zip Code,1.0,1.0,1.0,1.0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'www.wcyb.com/sports/local/short-track-us-nationals-coming-to-bms/409207546'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
"Q: This is a one app. On its CarbonAuthenticatorActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Sign in with:'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'tvOr'. The text on this component is 'Or use your email:'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'bRegisterWithNpr'. The text on this component is 'Sign in'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'bSkipRegistration'. The text on this component is 'Skip for now'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'etPassword'. The hint text of this component is 'password'. 
The purpose of this input component may be 'etEmail'. What is the hint text of this input component?",email address,email,0.841042499311949,0.841042499311949,0.518558927632837,0.518558927632837
"Q: This is a one app. On its CarbonAuthenticatorActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The text on this component is 'Sign in with:'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'tvOr'. The text on this component is 'Or use your email:'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'bRegisterWithNpr'. The text on this component is 'Sign in'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'bSkipRegistration'. The text on this component is 'Skip for now'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'etEmail'. The hint text of this component is 'email address'. 
The purpose of this input component may be 'etPassword'. What is the hint text of this input component?",password,password,1.0,1.0,0.3333333333333330,0.3333333333333330
"Q: This is a android2 app. On its HostActivity page, it has an input component. The text on this component is 'nzsrhxcn0'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'btnSocialSettingsFBLogin'. The text on this component is 'Sign Up with Facebook'. 
There is a component on the same vertical line as this input component. The text on this component is 'or'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'email'. The text on this component is 'appcrawler3@gmail.com'. The hint text of this component is 'Email'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'birthdate'. The text on this component is '12/18/88'. The hint text of this component is 'Date of birth'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'joinAgreement'. The text on this component is 'By joining MapMyFitness you are agreeing to our
Privacy Policy & Terms of Use'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'signup'. The text on this component is 'Sign Up'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'done'. The text on this component is 'Done'. 
The purpose of this input component may be 'password'. What is the hint text of this input component?",Password,Password,1.0,1.0,0.3333333333333330,0.3333333333333330
"Q: This is a android2 app. On its HostActivity page, it has an input component. The text on this component is 'appcrawler3@gmail.com'. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'btnSocialSettingsFBLogin'. The text on this component is 'Sign Up with Facebook'. 
There is a component on the same vertical line as this input component. The text on this component is 'or'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'birthdate'. The text on this component is '12/18/88'. The hint text of this component is 'Date of birth'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'password'. The text on this component is 'nzsrhxcn0'. The hint text of this component is 'Password'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'joinAgreement'. The text on this component is 'By joining MapMyFitness you are agreeing to our
Privacy Policy & Terms of Use'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'signup'. The text on this component is 'Sign Up'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'done'. The text on this component is 'Done'. 
The purpose of this input component may be 'email'. What is the hint text of this input component?",Email,Email,1.0,1.0,0.3333333333333330,0.3333333333333330
"Q: This is a psimobile app. On its LoginActivity page, it has an input component. Below is the relevant prompt information of the input component:
There is a component on the same vertical line as this input component. The purpose of this component may be 'edt username'. The hint text of this component is 'Username'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'btn login'. The text on this component is 'Login'. 
The purpose of this input component may be 'edt password'. What is the hint text of this input component?",Password,Password,1.0,1.0,0.3333333333333330,0.3333333333333330
"Q: This is a likes4likes app. On its DetailActivity page, it has an input component. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'imgv history'. 
There is a component on the same vertical line as this input component. The purpose of this component may be 'btn start'. The text on this component is 'Get Started'. 
The purpose of this input component may be 'edt input'. What is the hint text of this input component?",Enter your username,Enter a username or email address,0.841042499311949,0.841042499311949,0.518558927632837,0.518558927632837
"Q: This is a currentmobiletrackerlocation app. On its IndiaSelected page, it has an input component. The text on this component is '2674395082'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'contactpicker'. 
The purpose of this input component may be 'editTxt'. What is the hint text of this input component?",Enter number,Number,0.92507385850726,0.92507385850726,0.518558927632837,0.518558927632837
"Q: This is a sudyapp app. On its EditInfoPhotoActivity page, it has an input component. The text on this component is 'I'm interestin and fun. '. The purpose of this input component may be 'ac edit info photo description'. What is the hint text of this input component?","Introduce yourself, but don",Enter Description,0,0,0,0
"Q: This is a browser app. On its BrowserActivity page, it has an input component. The text on this component is 'https://m.ticketmaster.com/ticket/forgotpassword.do'. Below is the relevant prompt information of the input component:
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'newtab'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'bookmarks'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'tab switcher'. 
Thers is a component on the same horizontal line as this input component. The purpose of this component may be 'more'. 
The purpose of this input component may be 'url'. What is the hint text of this input component?",Search or type URL,Search or type URL,1.0,1.0,1.0,1.0
